product_id,title,keyword,sort,page,position,sales,scraped_at
52004114,WhatsApp Official Cloud API Chat & Marketing Automation module for Perfex CRM,perfex automation,relevance,1,16,425,2026-08-12T11:28:44+00:00
58656663,FexCall – Smart AI Call Assistant & Lead Automation Module for Perfex CRM,perfex automation,relevance,1,17,51,2026-08-12T11:28:44+00:00
61450519,Perfex CRM Webhooks & n8n Automation Module – Real-Time Workflow Integration,perfex automation,relevance,1,18,25,2026-08-12T11:28:44+00:00
25278359,REST API module for Perfex CRM - Connect Apps and Automate Workflows with third party applications,perfex automation,relevance,1,19,3000,2026-08-12T11:28:44+00:00
25623248,Facebook & Instagram Leads Synchronization module for Perfex CRM - Marketing Automation for Meta Ads,perfex automation,relevance,1,20,617,2026-08-12T11:28:44+00:00
58630012,Project Management and Automation Bundle Modules for Perfex CRM,perfex automation,relevance,1,21,2,2026-08-12T11:28:44+00:00
62053398,Scheduled Maintenance Mode for Perfex CRM,perfex automation,relevance,1,22,4,2026-08-12T11:28:44+00:00
59692795,WHMCS Connector & Smart Data Synchronization for Perfex CRM,perfex automation,relevance,1,23,22,2026-08-12T11:28:44+00:00
63853557,AI Assistant Module For Perfex CRM,perfex automation,relevance,1,24,1,2026-08-12T11:28:44+00:00
43421742,Perfex AiWriter - AI Content Generator And AI Ticket Reply Module,perfex automation,relevance,1,25,166,2026-08-12T11:28:44+00:00
62402925,PulseChat - OmniChannel AI Customer Service module for Perfex CRM,perfex automation,relevance,1,26,52,2026-08-12T11:28:44+00:00
50001400,Wallet Module for Perfex CRM - Smart Invoice Payment,perfex automation,relevance,1,27,61,2026-08-12T11:28:44+00:00
29799509,Perfex CRM Chat & Tickets App for Support Board,perfex automation,relevance,1,28,978,2026-08-12T11:28:44+00:00
58358414,Iyzipay Payment Gateway for Perfex CRM,perfex automation,relevance,1,29,3,2026-08-12T11:28:44+00:00
63896621,Perfex CRM Guardian,perfex automation,relevance,1,30,6,2026-08-12T11:28:44+00:00
64257372,Perfex MCP - AI Integration Bridge for Perfex CRM,perfex automation,relevance,2,31,4,2026-08-12T11:28:50+00:00
27111428,"QuickBooks Integration module for Perfex CRM - Sync Invoices, Payments & Expenses",perfex automation,relevance,2,32,252,2026-08-12T11:28:50+00:00
27260667,Recruitment Management module for Perfex CRM,perfex automation,relevance,2,33,697,2026-08-12T11:28:50+00:00
61902641,API Integration Manager Module for Perfex CRM,perfex automation,relevance,2,34,10,2026-08-12T11:28:50+00:00
63526864,FlagGuard — Rule Engine & Smart Alerts for Perfex CRM,perfex automation,relevance,2,35,8,2026-08-12T11:28:50+00:00
53297436,"Google Workspace Integration module for Perfex CRM - Google Drive, Sheets, Docs, Forms & Slides",perfex automation,relevance,2,36,268,2026-08-12T11:28:50+00:00
24915950,WhatsApp Chat Module - Internal Client & Staff Support for Perfex CRM,perfex automation,relevance,2,37,199,2026-08-12T11:28:50+00:00
61686467,Policy and Claims Management for Perfex CRM,perfex automation,relevance,2,38,16,2026-08-12T11:28:50+00:00
57583455,Testimonials and Reviews for Perfex CRM,perfex automation,relevance,2,39,16,2026-08-12T11:28:50+00:00
62595906,Gym Management Module for Perfex CRM,perfex automation,relevance,2,40,2,2026-08-12T11:28:50+00:00
62096561,AI Lead Scoring for Perfex CRM,perfex automation,relevance,2,41,17,2026-08-12T11:28:50+00:00
59512445,Anna – AI Copilot & MCP Integration for Perfex CRM,perfex automation,relevance,2,42,27,2026-08-12T11:28:50+00:00
63032352,"WooSync — WooCommerce Orders, Customers & Invoices Sync for Perfex CRM",perfex automation,relevance,2,43,5,2026-08-12T11:28:50+00:00
25421122,WordFex - Smart WordPress to Perfex CRM Integration,perfex automation,relevance,2,44,240,2026-08-12T11:28:50+00:00
53534945,Customer Service Management module for Perfex CRM,perfex automation,relevance,2,45,104,2026-08-12T11:28:50+00:00
59642653,Password Rotation & Expiry – Security Module for Perfex CRM,perfex automation,relevance,2,46,9,2026-08-12T11:28:50+00:00
63079516,AttendMaster – Enterprise Attendance & Payroll Suite for Perfex CRM,perfex automation,relevance,2,47,6,2026-08-12T11:28:50+00:00
53352209,Custom SMS Gateway module for Perfex CRM,perfex automation,relevance,2,48,38,2026-08-12T11:28:50+00:00
53052338,"WhatsBot - WhatsApp Marketing, Bot, Chat & AI Personal Assistant Module for Perfex CRM",perfex automation,relevance,2,49,399,2026-08-12T11:28:50+00:00
26773517,Advanced Task Filters & Smart Workflow for Perfex CRM,perfex automation,relevance,2,50,210,2026-08-12T11:28:50+00:00
24620910,GoCardless Payment Gateway Integration for Perfex CRM,perfex automation,relevance,2,51,111,2026-08-12T11:28:50+00:00
58344793,Paddle Payment Gateway for Perfex CRM,perfex automation,relevance,2,52,0,2026-08-12T11:28:50+00:00
28889201,Zoom Meeting Manager,perfex automation,relevance,2,53,194,2026-08-12T11:28:50+00:00
28895343,"XERO module for Perfex CRM - Synchronize Invoices, Payments",perfex automation,relevance,2,54,57,2026-08-12T11:28:50+00:00
26539369,Staff Outsourcing & Smart Resources Booking module for Perfex CRM - Outsource your employees,perfex automation,relevance,2,55,207,2026-08-12T11:28:50+00:00
63990406,LinkedIn Lead Pro Module For Perfex CRM,perfex automation,relevance,2,56,0,2026-08-12T11:28:50+00:00
61576402,NetGSM Sms Module for Perfex CRM,perfex automation,relevance,2,57,1,2026-08-12T11:28:50+00:00
24219858,Custom JavaScript module for Perfex,perfex automation,relevance,2,58,132,2026-08-12T11:28:50+00:00
37327693,Fixed Equipment Management module for Perfex CRM,perfex automation,relevance,2,59,396,2026-08-12T11:28:50+00:00
27462292,Purchase Management module for Perfex CRM,perfex automation,relevance,2,60,1700,2026-08-12T11:28:50+00:00
61242675,Additional Fields Builder for Perfex CRM,perfex automation,relevance,3,61,17,2026-08-12T11:29:46+00:00
27273500,Perfex CRM - Customer & Project Feedback Module,perfex automation,relevance,3,62,73,2026-08-12T11:29:46+00:00
49952430,Flexible Keep In Touch For Perfex,perfex automation,relevance,3,63,63,2026-08-12T11:29:46+00:00
61264795,TallySync – Tally Forms to Perfex CRM Integration,perfex automation,relevance,3,64,3,2026-08-12T11:29:46+00:00
61820857,FlexSocial - Perfex AI Social Media Management and Marketing Module,perfex automation,relevance,3,65,35,2026-08-12T11:29:46+00:00
58558714,SaaS module for Concord - Transform your CRM into a Powerful Multi-Tenancy Solution,perfex automation,relevance,3,66,55,2026-08-12T11:29:46+00:00
29084049,SAGE® Module for Perfex CRM,perfex automation,relevance,3,67,34,2026-08-12T11:29:46+00:00
54969625,Tour Guide Builder for Perfex CRM – Zero-Code Onboarding and Walkthroughs,perfex automation,relevance,3,68,63,2026-08-12T11:29:46+00:00
62682109,Service Management Module + Technician Mobile App for Perfex CRM,perfex automation,relevance,3,69,5,2026-08-12T11:29:46+00:00
61063858,FreeAgent Integration Module for Perfex CRM,perfex automation,relevance,3,70,1,2026-08-12T11:29:46+00:00
62458373,KRA eTIMS Integration Module for Perfex CRM – Kenya Tax Invoice Compliance,perfex automation,relevance,3,71,1,2026-08-12T11:29:46+00:00
53506708,Document Management module for Perfex CRM,perfex automation,relevance,3,72,207,2026-08-12T11:29:46+00:00
53420896,Fleet Management module for Perfex CRM,perfex automation,relevance,3,73,129,2026-08-12T11:29:46+00:00
60296713,Quality Management module for Perfex CRM,perfex automation,relevance,3,74,16,2026-08-12T11:29:46+00:00
53691837,Warranty Management module for Perfex CRM,perfex automation,relevance,3,75,41,2026-08-12T11:29:46+00:00
49053979,XML Toolkit With E-Invoice export for Perfex CRM.,perfex automation,relevance,3,76,96,2026-08-12T11:29:46+00:00
30494100,Perfex integration with LexOffice,perfex integration,relevance,1,1,44,2026-08-12T11:26:36+00:00
64257372,Perfex MCP - AI Integration Bridge for Perfex CRM,perfex integration,relevance,1,2,4,2026-08-12T11:26:36+00:00
25421122,WordFex - Smart WordPress to Perfex CRM Integration,perfex integration,relevance,1,3,240,2026-08-12T11:26:36+00:00
61264795,TallySync – Tally Forms to Perfex CRM Integration,perfex integration,relevance,1,4,3,2026-08-12T11:26:36+00:00
54061000,AWS S3 Integration for Perfex CRM,perfex integration,relevance,1,5,93,2026-08-12T11:26:36+00:00
56043834,Quickbooks Integration module for Perfex CRM,perfex integration,relevance,1,6,43,2026-08-12T11:26:36+00:00
61902641,API Integration Manager Module for Perfex CRM,perfex integration,relevance,1,7,10,2026-08-12T11:26:36+00:00
61099524,PEPPOL Integration Module for Perfex CRM,perfex integration,relevance,1,8,10,2026-08-12T11:26:36+00:00
56043855,Xero Integration module for Perfex CRM,perfex integration,relevance,1,9,23,2026-08-12T11:26:36+00:00
62254658,Tawk.to Live Chat Integration for Perfex CRM,perfex integration,relevance,1,10,3,2026-08-12T11:26:36+00:00
56043884,Zoho Integration module for Perfex CRM,perfex integration,relevance,1,11,23,2026-08-12T11:26:36+00:00
58758720,Perfex GO - Native Mobile App Integration for Perfex CRM,perfex integration,relevance,1,12,47,2026-08-12T11:26:36+00:00
38264682,Indiamart Leads Integration Module for Perfex CRM,perfex integration,relevance,1,13,59,2026-08-12T11:26:36+00:00
38690826,WhatsApp Cloud API Business Integration module for Perfex CRM,perfex integration,relevance,1,14,434,2026-08-12T11:26:36+00:00
61063858,FreeAgent Integration Module for Perfex CRM,perfex integration,relevance,1,15,1,2026-08-12T11:26:36+00:00
59512445,Anna – AI Copilot & MCP Integration for Perfex CRM,perfex integration,relevance,1,16,27,2026-08-12T11:26:36+00:00
24620910,GoCardless Payment Gateway Integration for Perfex CRM,perfex integration,relevance,1,17,111,2026-08-12T11:26:36+00:00
56043828,Freshbooks Integration module for Perfex CRM,perfex integration,relevance,1,18,7,2026-08-12T11:26:36+00:00
61043239,GoCardless Workflow Integration Module for Perfex CRM,perfex integration,relevance,1,19,2,2026-08-12T11:26:36+00:00
45916466,Customers REST API - Third-Party Integration for Perfex CRM,perfex integration,relevance,1,20,157,2026-08-12T11:26:36+00:00
46175176,Stripe SEPA Direct Debit Gateway Integration for Perfex,perfex integration,relevance,1,21,79,2026-08-12T11:26:36+00:00
56043842,Sage Accounting Integration module for Perfex CRM,perfex integration,relevance,1,22,12,2026-08-12T11:26:36+00:00
60043797,Wasabi Cloud Storage Integration for Perfex CRM,perfex integration,relevance,1,23,2,2026-08-12T11:26:36+00:00
27111428,"QuickBooks Integration module for Perfex CRM - Sync Invoices, Payments & Expenses",perfex integration,relevance,1,24,252,2026-08-12T11:26:36+00:00
24625109,Mercado Pago Payment Gateway Integration for Perfex CRM,perfex integration,relevance,1,25,79,2026-08-12T11:26:36+00:00
61450519,Perfex CRM Webhooks & n8n Automation Module – Real-Time Workflow Integration,perfex integration,relevance,1,26,25,2026-08-12T11:26:36+00:00
39375783,Email Marketing & SMS Marketing Integration For Perfex CRM,perfex integration,relevance,1,27,79,2026-08-12T11:26:36+00:00
24211160,myPOS Payment Gateway Integration for Perfex CRM,perfex integration,relevance,1,28,22,2026-08-12T11:26:36+00:00
24695112,BitPay Payment Gateway Integration for Perfex CRM,perfex integration,relevance,1,29,27,2026-08-12T11:26:36+00:00
47659280,Tradeindia Leads Integration Module For Perfex CRM,perfex integration,relevance,1,30,5,2026-08-12T11:26:36+00:00
25269490,"Chat Support Module - WhatsApp, Messenger & Viber Integration for Perfex CRM",perfex integration,relevance,2,31,145,2026-08-12T11:26:43+00:00
24315892,Skrill Payment Gateway Integration for Perfex CRM,perfex integration,relevance,2,32,16,2026-08-12T11:26:43+00:00
53297436,"Google Workspace Integration module for Perfex CRM - Google Drive, Sheets, Docs, Forms & Slides",perfex integration,relevance,2,33,268,2026-08-12T11:26:43+00:00
62458373,KRA eTIMS Integration Module for Perfex CRM – Kenya Tax Invoice Compliance,perfex integration,relevance,2,34,1,2026-08-12T11:26:43+00:00
23980227,Google Analytics Integration module for Perfex CRM - Smart Traffic Insights,perfex integration,relevance,2,35,85,2026-08-12T11:26:43+00:00
23994943,Facebook Pixel Integration module for Perfex CRM - Smart Conversion Tracking,perfex integration,relevance,2,36,41,2026-08-12T11:26:43+00:00
59692795,WHMCS Connector & Smart Data Synchronization for Perfex CRM,perfex integration,relevance,2,37,22,2026-08-12T11:26:43+00:00
64235819,PWA & Push Notifications Module for Perfex CRM,perfex integration,relevance,2,38,10,2026-08-12T11:26:43+00:00
24025081,Perfex CRM Custom JS Module,perfex integration,relevance,2,39,159,2026-08-12T11:26:43+00:00
53317745,Zapier module for Perfex CRM - Workflow Automation,perfex integration,relevance,2,40,176,2026-08-12T11:26:43+00:00
56303965,Square Payment Gateway for Perfex CRM,perfex integration,relevance,2,41,22,2026-08-12T11:26:43+00:00
55055074,Appointment Module for Perfex CRM,perfex integration,relevance,2,42,101,2026-08-12T11:26:43+00:00
38350010,Webhooks Automation Module for Perfex CRM,perfex integration,relevance,2,43,634,2026-08-12T11:26:43+00:00
59910286,Workflow Automation module for Perfex CRM,perfex integration,relevance,2,44,81,2026-08-12T11:26:43+00:00
60316494,Whiteboard Module for Perfex CRM,perfex integration,relevance,2,45,14,2026-08-12T11:26:43+00:00
51098916,Purchase Order Module for Perfex CRM,perfex integration,relevance,2,46,55,2026-08-12T11:26:43+00:00
63500400,News Feed Module For Perfex CRM,perfex integration,relevance,2,47,2,2026-08-12T11:26:43+00:00
47832723,ImportSync - CSV Mapping For Perfex CRM,perfex integration,relevance,2,48,74,2026-08-12T11:26:43+00:00
62992413,Perfex Visual Designer – Real-Time UI Styling Tool,perfex integration,relevance,2,49,2,2026-08-12T11:26:43+00:00
58649191,"Perfex CRM Payment Gateway Bundle – Adyen, Klarna, SumUp",perfex integration,relevance,2,50,6,2026-08-12T11:26:43+00:00
59361564,Website Uptime Monitor for Perfex CRM – Real-Time Website Tracking & Status Pages,perfex integration,relevance,2,51,17,2026-08-12T11:26:43+00:00
61500332,Mattermost Notifications Module for Perfex CRM,perfex integration,relevance,2,52,0,2026-08-12T11:26:43+00:00
51504146,BannerCraft - Dynamic Banner Management & News Ticker Module for Perfex CRM,perfex integration,relevance,2,53,61,2026-08-12T11:26:43+00:00
62331077,Media Library & File Manager for Perfex CRM,perfex integration,relevance,2,54,6,2026-08-12T11:26:43+00:00
58358414,Iyzipay Payment Gateway for Perfex CRM,perfex integration,relevance,2,55,3,2026-08-12T11:26:43+00:00
60590690,FlexiNote for Perfex CRM,perfex integration,relevance,2,56,39,2026-08-12T11:26:43+00:00
52698607,Glofex Clients Mobile APP for perfex,perfex integration,relevance,2,57,6,2026-08-12T11:26:43+00:00
54272663,Expense Subcategory Module For Perfex CRM,perfex integration,relevance,2,58,35,2026-08-12T11:26:43+00:00
42314050,MailChimp Module for Perfex CRM,perfex integration,relevance,2,59,44,2026-08-12T11:26:43+00:00
50095991,Affiliate Module for Perfex CRM - Simple and Effective,perfex integration,relevance,2,60,76,2026-08-12T11:26:43+00:00
58896062,Login as Staff or Customers – Impersonation Module for Perfex CRM,perfex integration,relevance,3,61,55,2026-08-12T11:26:49+00:00
58629456,Business Bundle Modules for Perfex CRM,perfex integration,relevance,3,62,3,2026-08-12T11:26:49+00:00
57443179,PhonePe Payment Gateway for Perfex CRM,perfex integration,relevance,3,63,0,2026-08-12T11:26:49+00:00
62053398,Scheduled Maintenance Mode for Perfex CRM,perfex integration,relevance,3,64,4,2026-08-12T11:26:49+00:00
58054103,Promo Codes & Discount Module for Perfex CRM with Client Segment Export,perfex integration,relevance,3,65,16,2026-08-12T11:26:49+00:00
52769004,Flutex - Perfex CRM Admin/Staff Mobile App for Android & IOS | Flutter App with API Module Included,perfex integration,relevance,3,66,159,2026-08-12T11:26:49+00:00
28889201,Zoom Meeting Manager,perfex integration,relevance,3,67,194,2026-08-12T11:26:49+00:00
62517563,Cloud Storage Module for Perfex CRM – S3 Compatible Sync and Active Upload,perfex integration,relevance,3,68,5,2026-08-12T11:26:49+00:00
51099618,Delivery Note Module for Perfex CRM,perfex integration,relevance,3,69,97,2026-08-12T11:26:49+00:00
51719799,Glofex Admin/Employee Mobile APP for perfex,perfex integration,relevance,3,70,39,2026-08-12T11:26:49+00:00
54022516,SMS Management Module for Perfex CRM,perfex integration,relevance,3,71,45,2026-08-12T11:26:49+00:00
58315556,"Perfex CRM Payment Gateway Bundle – PayU, CoinGate, Shift4",perfex integration,relevance,3,72,1,2026-08-12T11:26:49+00:00
52004114,WhatsApp Official Cloud API Chat & Marketing Automation module for Perfex CRM,perfex integration,relevance,3,73,425,2026-08-12T11:26:49+00:00
53352209,Custom SMS Gateway module for Perfex CRM,perfex integration,relevance,3,74,38,2026-08-12T11:26:49+00:00
25623248,Facebook & Instagram Leads Synchronization module for Perfex CRM - Marketing Automation for Meta Ads,perfex integration,relevance,3,75,617,2026-08-12T11:26:49+00:00
58656663,FexCall – Smart AI Call Assistant & Lead Automation Module for Perfex CRM,perfex integration,relevance,3,76,51,2026-08-12T11:26:49+00:00
33111828,Aircall.io ® module for Perfex crm,perfex integration,relevance,3,77,23,2026-08-12T11:26:49+00:00
49922588,Perfex SaaS Bundle - Multi-Tenancy & Automation,perfex integration,relevance,3,78,70,2026-08-12T11:26:49+00:00
28895343,"XERO module for Perfex CRM - Synchronize Invoices, Payments",perfex integration,relevance,3,79,57,2026-08-12T11:26:49+00:00
61372175,"FormSync – Automated Form to Lead, Customer & Ticket Sync for Perfex CRM",perfex integration,relevance,3,80,31,2026-08-12T11:26:49+00:00
62595906,Gym Management Module for Perfex CRM,perfex integration,relevance,3,81,2,2026-08-12T11:26:49+00:00
59253668,Passkey Login Module for Perfex CRM,perfex integration,relevance,3,82,15,2026-08-12T11:26:49+00:00
58739983,"2FA Authenticator Module for Perfex CRM – Compatible with Google, Microsoft, Authy & More",perfex integration,relevance,3,83,32,2026-08-12T11:26:49+00:00
27515681,QuickBooks® Online Module for Perfex CRM - Real Time and Scheduled Synchronization,perfex integration,relevance,3,84,150,2026-08-12T11:26:49+00:00
61856054,Smart Address Autofill for Perfex CRM,perfex integration,relevance,3,85,3,2026-08-12T11:26:49+00:00
55692143,PayMoney - Perfex Crm Payment Addon,perfex integration,relevance,3,86,5,2026-08-12T11:26:49+00:00
29084049,SAGE® Module for Perfex CRM,perfex integration,relevance,3,87,34,2026-08-12T11:26:49+00:00
58607295,LoginFlow – Otpless for Perfex CRM,perfex integration,relevance,3,88,2,2026-08-12T11:26:49+00:00
51516561,Share / Hide Task Comments Module for Perfex CRM,perfex integration,relevance,3,89,11,2026-08-12T11:26:49+00:00
47020035,Page Builder Pro for Perfex CRM with Landing Page Control,perfex integration,relevance,3,90,109,2026-08-12T11:26:49+00:00
47020035,Page Builder Pro for Perfex CRM with Landing Page Control,perfex integration,relevance,4,91,109,2026-08-12T11:26:56+00:00
49908170,Project Management & Freelancer Business Modules Bundle for Perfex CRM,perfex integration,relevance,4,92,25,2026-08-12T11:26:56+00:00
25236502,Flutterwave Payment Gateway for Perfex CRM,perfex integration,relevance,4,93,23,2026-08-12T11:26:56+00:00
58344793,Paddle Payment Gateway for Perfex CRM,perfex integration,relevance,4,94,0,2026-08-12T11:26:56+00:00
58503519,SSLCommerz Payment Gateway for Perfex CRM,perfex integration,relevance,4,95,2,2026-08-12T11:26:56+00:00
54836716,Client One-Time Password Module For Perfex CRM,perfex integration,relevance,4,96,25,2026-08-12T11:26:56+00:00
53052338,"WhatsBot - WhatsApp Marketing, Bot, Chat & AI Personal Assistant Module for Perfex CRM",perfex integration,relevance,4,97,399,2026-08-12T11:26:56+00:00
63011268,Image Editor Module For Perfex CRM,perfex integration,relevance,4,98,0,2026-08-12T11:26:56+00:00
49908117,Business Tools Modules Bundle - Perfex CRM Productivity Pack,perfex integration,relevance,4,99,17,2026-08-12T11:26:56+00:00
49908080,"E-commerce Business Modules Bundle for Perfex CRM - POS, Inventory & other smart tools",perfex integration,relevance,4,100,13,2026-08-12T11:26:56+00:00
61686467,Policy and Claims Management for Perfex CRM,perfex integration,relevance,4,101,16,2026-08-12T11:26:56+00:00
63032352,"WooSync — WooCommerce Orders, Customers & Invoices Sync for Perfex CRM",perfex integration,relevance,4,102,5,2026-08-12T11:26:56+00:00
59912180,Aamarpay Payment Gateway for Perfex CRM,perfex integration,relevance,4,103,0,2026-08-12T11:26:56+00:00
24915950,WhatsApp Chat Module - Internal Client & Staff Support for Perfex CRM,perfex integration,relevance,4,104,199,2026-08-12T11:26:56+00:00
58990551,NoteBoard – Notes & Broadcast Module for Perfex CRM,perfex integration,relevance,4,105,14,2026-08-12T11:26:56+00:00
50406188,Marketing Business Modules Bundle - Perfex CRM Smart Tools,perfex integration,relevance,4,106,13,2026-08-12T11:26:56+00:00
28734726,"MNS - Perfex CRM Application para MacOS, Windows, Linux",perfex integration,relevance,4,107,145,2026-08-12T11:26:56+00:00
61557558,PayTR Payment Gateway for Perfex CRM,perfex integration,relevance,4,108,1,2026-08-12T11:26:56+00:00
33990019,Mailwizz EMA - Campaign Builder Module for Perfex CRM,perfex integration,relevance,4,109,58,2026-08-12T11:26:56+00:00
28902724,Xero® Online Module for Perfex CRM - Spend less time on the books,perfex integration,relevance,4,110,54,2026-08-12T11:26:56+00:00
54636335,WhatsBot REST API Module for Perfex CRM - Connect your WhatsBot with third party applications,perfex integration,relevance,4,111,28,2026-08-12T11:26:56+00:00
27095883,Telegram Smart Notifications & Automation Center for Perfex CRM,perfex integration,relevance,4,112,87,2026-08-12T11:26:56+00:00
59277736,Favorite Links Module For Perfex CRM,perfex integration,relevance,4,113,27,2026-08-12T11:26:56+00:00
56960536,"3D Studio Module for Perfex CRM – Create, Manage, and Showcase 3D Designs",perfex integration,relevance,4,114,4,2026-08-12T11:26:56+00:00
57657550,MyShopify Module for Perfex CRM,perfex integration,relevance,4,115,9,2026-08-12T11:26:56+00:00
25459077,Appointly - Perfex CRM Appointments,perfex integration,relevance,4,116,1500,2026-08-12T11:26:56+00:00
62297963,"Data Builder — Visual Reporting, REST API & GraphQL for Perfex CRM",perfex integration,relevance,4,117,12,2026-08-12T11:26:56+00:00
60471517,Google Geo Location Module for Perfex CRM,perfex integration,relevance,4,118,18,2026-08-12T11:26:56+00:00
26512492,Shopier Payment Gateway for Perfex CRM,perfex integration,relevance,4,119,13,2026-08-12T11:26:56+00:00
23832484,Live Chat module for Perfex CRM - Smart Customer Support,perfex integration,relevance,4,120,153,2026-08-12T11:26:56+00:00
23832484,Live Chat module for Perfex CRM - Smart Customer Support,perfex integration,relevance,5,121,153,2026-08-12T11:27:04+00:00
61576402,NetGSM Sms Module for Perfex CRM,perfex integration,relevance,5,122,1,2026-08-12T11:27:04+00:00
63079516,AttendMaster – Enterprise Attendance & Payroll Suite for Perfex CRM,perfex integration,relevance,5,123,6,2026-08-12T11:27:04+00:00
58558594,"Google Workspace Integration Module for Concord CRM - Google Drive, Sheets, Docs, Forms & Slides",perfex integration,relevance,5,124,21,2026-08-12T11:27:04+00:00
47407556,Perfex CRM Video Chat Add-on from LiveSmart,perfex integration,relevance,5,125,36,2026-08-12T11:27:04+00:00
57110534,Domain Manager for Perfex CRM – Manage and Track Your Domains Efficiently,perfex integration,relevance,5,126,51,2026-08-12T11:27:04+00:00
52429331,Thawani Payment Gateway Module for Perfex CRM,perfex integration,relevance,5,127,3,2026-08-12T11:27:04+00:00
28622550,Timesheets and Leave Management module for Perfex CRM,perfex integration,relevance,5,128,1200,2026-08-12T11:27:04+00:00
35742698,Paytm Payment Gateway Plugin for Perfex CRM,perfex integration,relevance,5,129,10,2026-08-12T11:27:04+00:00
54496463,Toast Master for Perfex CRM,perfex integration,relevance,5,130,17,2026-08-12T11:27:04+00:00
58607301,Appointment Booking and Scheduling module for Perfex,perfex integration,relevance,5,131,13,2026-08-12T11:27:04+00:00
49053979,XML Toolkit With E-Invoice export for Perfex CRM.,perfex integration,relevance,5,132,96,2026-08-12T11:27:04+00:00
24003506,Razorpay Payment Gateway for Perfex CRM,perfex integration,relevance,5,133,116,2026-08-12T11:27:04+00:00
24219858,Custom JavaScript module for Perfex,perfex integration,relevance,5,134,132,2026-08-12T11:27:04+00:00
24076921,Paystack Payment Gateway for Perfex CRM,perfex integration,relevance,5,135,43,2026-08-12T11:27:04+00:00
54341289,Slack Alert module for Perfex CRM,perfex integration,relevance,5,136,10,2026-08-12T11:27:04+00:00
36139176,Myfatoorah Payment Gateway Module for Perfex CRM,perfex integration,relevance,5,137,16,2026-08-12T11:27:04+00:00
24451975,Brevo SMS notification Module for Perfex CRM formerly SendInBlue,perfex integration,relevance,5,138,71,2026-08-12T11:27:04+00:00
57186993,Logistics Management module for Perfex CRM,perfex integration,relevance,5,139,71,2026-08-12T11:27:04+00:00
37286054,Coinbase Crypto Payment gateway for Perfex CRM,perfex integration,relevance,5,140,18,2026-08-12T11:27:04+00:00
60296713,Quality Management module for Perfex CRM,perfex integration,relevance,5,141,16,2026-08-12T11:27:04+00:00
37170358,Perfex CRM ClickSend SMS Module,perfex integration,relevance,5,142,15,2026-08-12T11:27:04+00:00
49001177,Moyasar Payment Gateway Module for Perfex CRM,perfex integration,relevance,5,143,3,2026-08-12T11:27:04+00:00
56109655,Hopper Tools - Utility Module for Perfex CRM,perfex integration,relevance,5,144,5,2026-08-12T11:27:04+00:00
40021476,Sales Agent Management module for Perfex CRM,perfex integration,relevance,5,145,240,2026-08-12T11:27:04+00:00
28024258,Omni Channel Sales module for Perfex CRM,perfex integration,relevance,5,146,554,2026-08-12T11:27:04+00:00
25615418,Assets Management & Asset Tracking module for Perfex CRM,perfex integration,relevance,5,147,548,2026-08-12T11:27:04+00:00
37271690,Affiliate Management module for Perfex CRM,perfex integration,relevance,5,148,110,2026-08-12T11:27:04+00:00
52358890,Xrise Admin/Staff Mobile App for Rise CRM,perfex integration,relevance,5,149,27,2026-08-12T11:27:04+00:00
47592024,Tap Payment Gateway Module for Perfex CRM,perfex integration,relevance,5,150,12,2026-08-12T11:27:04+00:00
64257372,Perfex MCP - AI Integration Bridge for Perfex CRM,perfex mcp,relevance,1,1,4,2026-08-12T11:28:09+00:00
