product_id,title,keyword,sort,page,position,sales,scraped_at
27065429,Mention and Tag for Perfex CRM,perfex crm,relevance,1,26,251,2026-08-13T10:57:46+00:00
62619212,Secure Messages for Perfex CRM,perfex crm,relevance,1,27,5,2026-08-13T10:57:46+00:00
39897941,Marketing Automation module for Perfex CRM,perfex crm,relevance,1,28,596,2026-08-13T10:57:46+00:00
31830634,HR Payroll module for Perfex CRM,perfex crm,relevance,1,29,786,2026-08-13T10:57:46+00:00
55055074,Appointment Module for Perfex CRM,perfex crm,relevance,1,30,101,2026-08-13T10:57:46+00:00
47753619,Deals Management for Perfex CRM,perfex crm,relevance,2,31,166,2026-08-13T10:57:56+00:00
27260667,Recruitment Management module for Perfex CRM,perfex crm,relevance,2,32,697,2026-08-13T10:57:56+00:00
37233985,Manufacturing Management module for Perfex CRM,perfex crm,relevance,2,33,429,2026-08-13T10:57:56+00:00
64408383,FlexVisual — AI Visual Collaboration Boards for Perfex CRM,perfex crm,relevance,2,34,0,2026-08-13T10:57:56+00:00
53506708,Document Management module for Perfex CRM,perfex crm,relevance,2,35,207,2026-08-13T10:57:56+00:00
57288552,Hosting Manager for Perfex CRM,perfex crm,relevance,2,36,42,2026-08-13T10:57:56+00:00
33053316,Add-on Statuses Module for Perfex CRM,perfex crm,relevance,2,37,363,2026-08-13T10:57:56+00:00
63164662,DupliGuard - Duplicate Detector for Perfex CRM,perfex crm,relevance,2,38,3,2026-08-13T10:57:56+00:00
61890097,MailboxAI - Webmail + AI Assistant For Perfex CRM,perfex crm,relevance,2,39,51,2026-08-13T10:57:56+00:00
27597035,Sales Commission Program for Perfex CRM,perfex crm,relevance,2,40,586,2026-08-13T10:57:56+00:00
62237887,AI Reports Module for Perfex CRM,perfex crm,relevance,2,41,17,2026-08-13T10:57:56+00:00
62255627,Repair Management Module for Perfex CRM,perfex crm,relevance,2,42,11,2026-08-13T10:57:56+00:00
54360620,Project Templates for Perfex CRM,perfex crm,relevance,2,43,92,2026-08-13T10:57:56+00:00
53565756,Invoice Builder module for Perfex CRM,perfex crm,relevance,2,44,104,2026-08-13T10:57:56+00:00
48238609,Custom Data Tables for Perfex CRM,perfex crm,relevance,2,45,326,2026-08-13T10:57:56+00:00
57186993,Logistics Management module for Perfex CRM,perfex crm,relevance,2,46,71,2026-08-13T10:57:56+00:00
31482935,File Sharing module for Perfex CRM,perfex crm,relevance,2,47,498,2026-08-13T10:57:56+00:00
38350010,Webhooks Automation Module for Perfex CRM,perfex crm,relevance,2,48,634,2026-08-13T10:57:56+00:00
63500400,News Feed Module For Perfex CRM,perfex crm,relevance,2,49,2,2026-08-13T10:57:56+00:00
53344072,AssetCentral - Assets Management For Perfex CRM,perfex crm,relevance,2,50,78,2026-08-13T10:57:56+00:00
50192137,PDF Customizer module for Perfex CRM,perfex crm,relevance,2,51,206,2026-08-13T10:57:56+00:00
53420896,Fleet Management module for Perfex CRM,perfex crm,relevance,2,52,129,2026-08-13T10:57:56+00:00
53620283,Service Management module for Perfex CRM,perfex crm,relevance,2,53,108,2026-08-13T10:57:56+00:00
63426906,DailyBrief — Staff Daily Digest for Perfex CRM,perfex crm,relevance,2,54,5,2026-08-13T10:57:56+00:00
62096561,AI Lead Scoring for Perfex CRM,perfex crm,relevance,2,55,17,2026-08-13T10:57:56+00:00
33392459,Lead Manager  Module for Perfex CRM,perfex crm,relevance,2,56,580,2026-08-13T10:57:56+00:00
48461789,Staff Approvals Management For Perfex CRM,perfex crm,relevance,2,57,123,2026-08-13T10:57:56+00:00
39695653,Advanced Email System for Perfex CRM,perfex crm,relevance,2,58,269,2026-08-13T10:57:56+00:00
45928441,PrediX - AI Module For Perfex CRM,perfex crm,relevance,2,59,192,2026-08-13T10:57:56+00:00
61686467,Policy and Claims Management for Perfex CRM,perfex crm,relevance,2,60,16,2026-08-13T10:57:56+00:00
28622550,Timesheets and Leave Management module for Perfex CRM,perfex crm,relevance,3,61,1200,2026-08-13T10:58:08+00:00
24237485,Perfex CRM Dark Theme,perfex crm,relevance,3,62,264,2026-08-13T10:58:08+00:00
63990406,LinkedIn Lead Pro Module For Perfex CRM,perfex crm,relevance,3,63,0,2026-08-13T10:58:08+00:00
51099618,Delivery Note Module for Perfex CRM,perfex crm,relevance,3,64,97,2026-08-13T10:58:08+00:00
48685403,Task Templates for Perfex CRM,perfex crm,relevance,3,65,155,2026-08-13T10:58:08+00:00
60316494,Whiteboard Module for Perfex CRM,perfex crm,relevance,3,66,14,2026-08-13T10:58:08+00:00
51924816,Extra Settings Module For Perfex CRM,perfex crm,relevance,3,67,144,2026-08-13T10:58:08+00:00
32135734,Perfex Wiki - Internal knowledge for Perfex CRM,perfex crm,relevance,3,68,273,2026-08-13T10:58:08+00:00
33455479,Reminder module for Perfex CRM,perfex crm,relevance,3,69,212,2026-08-13T10:58:08+00:00
61242675,Additional Fields Builder for Perfex CRM,perfex crm,relevance,3,70,17,2026-08-13T10:58:08+00:00
62402925,PulseChat - OmniChannel AI Customer Service module for Perfex CRM,perfex crm,relevance,3,71,52,2026-08-13T10:58:08+00:00
54061000,AWS S3 Integration for Perfex CRM,perfex crm,relevance,3,72,93,2026-08-13T10:58:08+00:00
54022516,SMS Management Module for Perfex CRM,perfex crm,relevance,3,73,45,2026-08-13T10:58:08+00:00
61447954,Offline Banking for Perfex CRM,perfex crm,relevance,3,74,6,2026-08-13T10:58:08+00:00
62498560,Flexible Media Gallery for Perfex CRM,perfex crm,relevance,3,75,4,2026-08-13T10:58:08+00:00
56100832,Project Management Enhancements Module for Perfex CRM,perfex crm,relevance,3,76,117,2026-08-13T10:58:08+00:00
53668621,Lead Checklist Module For Perfex CRM,perfex crm,relevance,3,77,46,2026-08-13T10:58:08+00:00
31253991,Multi Theme for Perfex CRM,perfex crm,relevance,3,78,114,2026-08-13T10:58:08+00:00
50007506,Project Task Manage For Perfex CRM,perfex crm,relevance,3,79,110,2026-08-13T10:58:08+00:00
29992428,Customer Loyalty and Memberships for Perfex CRM,perfex crm,relevance,3,80,185,2026-08-13T10:58:08+00:00
63133110,ServiceDesk - Repair & Work Order Manager for Perfex CRM,perfex crm,relevance,3,81,20,2026-08-13T10:58:08+00:00
59095853,Line Item Discount for Perfex CRM,perfex crm,relevance,3,82,35,2026-08-13T10:58:08+00:00
57278608,Advanced Permissions Management Module for Perfex CRM,perfex crm,relevance,3,83,63,2026-08-13T10:58:08+00:00
28024258,Omni Channel Sales module for Perfex CRM,perfex crm,relevance,3,84,554,2026-08-13T10:58:08+00:00
63521612,Trash Bin for Perfex CRM with One-Click Restore,perfex crm,relevance,3,85,4,2026-08-13T10:58:08+00:00
37327693,Fixed Equipment Management module for Perfex CRM,perfex crm,relevance,3,86,396,2026-08-13T10:58:08+00:00
62595906,Gym Management Module for Perfex CRM,perfex crm,relevance,3,87,3,2026-08-13T10:58:08+00:00
60924685,Rental Management module for Perfex CRM,perfex crm,relevance,3,88,16,2026-08-13T10:58:08+00:00
54202997,Sketchboard Module for Perfex CRM,perfex crm,relevance,3,89,31,2026-08-13T10:58:08+00:00
55015831,CashFlow Module for Perfex CRM,perfex crm,relevance,3,90,24,2026-08-13T10:58:08+00:00
50559370,Email Manager with AI Assistant for Perfex CRM,perfex crm,relevance,4,91,197,2026-08-13T10:58:47+00:00
53534945,Customer Service Management module for Perfex CRM,perfex crm,relevance,4,92,104,2026-08-13T10:58:47+00:00
37271690,Affiliate Management module for Perfex CRM,perfex crm,relevance,4,93,110,2026-08-13T10:58:47+00:00
54817706,Rescue Mode For Perfex CRM,perfex crm,relevance,4,94,19,2026-08-13T10:58:47+00:00
63404011,PolyCMS – CMS & Website Builder Module for Perfex CRM,perfex crm,relevance,4,95,18,2026-08-13T10:58:47+00:00
42314050,MailChimp Module for Perfex CRM,perfex crm,relevance,4,96,44,2026-08-13T10:58:47+00:00
56303965,Square Payment Gateway for Perfex CRM,perfex crm,relevance,4,97,22,2026-08-13T10:58:47+00:00
40021476,Sales Agent Management module for Perfex CRM,perfex crm,relevance,4,98,240,2026-08-13T10:58:47+00:00
57583455,Testimonials and Reviews for Perfex CRM,perfex crm,relevance,4,99,16,2026-08-13T10:58:47+00:00
53800245,Report Builder module for Perfex CRM,perfex crm,relevance,4,100,92,2026-08-13T10:58:47+00:00
61099524,PEPPOL Integration Module for Perfex CRM,perfex crm,relevance,4,101,10,2026-08-13T10:58:47+00:00
59654508,Login Security Bundle for Perfex CRM,perfex crm,relevance,4,102,22,2026-08-13T10:58:47+00:00
31483023,Multichannel Two Factor Authentication for Perfex CRM,perfex crm,relevance,4,103,230,2026-08-13T10:58:47+00:00
57657550,MyShopify Module for Perfex CRM,perfex crm,relevance,4,104,9,2026-08-13T10:58:47+00:00
53691837,Warranty Management module for Perfex CRM,perfex crm,relevance,4,105,41,2026-08-13T10:58:47+00:00
63526864,FlagGuard — Rule Engine & Smart Alerts for Perfex CRM,perfex crm,relevance,4,106,8,2026-08-13T10:58:47+00:00
55374605,Multiple Address Module for Perfex CRM,perfex crm,relevance,4,107,38,2026-08-13T10:58:47+00:00
56713020,Account Management Advancements for Perfex CRM,perfex crm,relevance,4,108,39,2026-08-13T10:58:47+00:00
62053398,Scheduled Maintenance Mode for Perfex CRM,perfex crm,relevance,4,109,4,2026-08-13T10:58:47+00:00
27912036,Custom Task Filters Module for Perfex CRM,perfex crm,relevance,4,110,251,2026-08-13T10:58:47+00:00
57523732,Workshop Management module for Perfex CRM,perfex crm,relevance,4,111,45,2026-08-13T10:58:47+00:00
27643032,Call Log 1.2.0 module for Perfex CRM,perfex crm,relevance,4,112,406,2026-08-13T10:58:47+00:00
50659648,Google Lead Finder module for Perfex CRM,perfex crm,relevance,4,113,155,2026-08-13T10:58:47+00:00
59277736,Favorite Links Module For Perfex CRM,perfex crm,relevance,4,114,27,2026-08-13T10:58:47+00:00
37260381,Video library module for Perfex Crm,perfex crm,relevance,4,115,112,2026-08-13T10:58:47+00:00
33744597,Dynamic Customized Theme Module for Perfex CRM,perfex crm,relevance,4,116,327,2026-08-13T10:58:47+00:00
31462895,Advanced Lead Filters Module for Perfex CRM,perfex crm,relevance,4,117,293,2026-08-13T10:58:47+00:00
33392457,Add-on SMS Manager Module for Perfex CRM,perfex crm,relevance,4,118,202,2026-08-13T10:58:47+00:00
61202057,Regulatory Compliance Management Module for Perfex CRM,perfex crm,relevance,4,119,15,2026-08-13T10:58:47+00:00
33175615,Advanced To do Manager Module for Perfex CRM,perfex crm,relevance,4,120,180,2026-08-13T10:58:47+00:00
60296713,Quality Management module for Perfex CRM,perfex crm,relevance,5,121,16,2026-08-13T10:58:58+00:00
47832723,ImportSync - CSV Mapping For Perfex CRM,perfex crm,relevance,5,122,74,2026-08-13T10:58:58+00:00
56043834,Quickbooks Integration module for Perfex CRM,perfex crm,relevance,5,123,43,2026-08-13T10:58:58+00:00
28280122,OKRs - Objectives and Key Results for Perfex CRM,perfex crm,relevance,5,124,266,2026-08-13T10:58:58+00:00
54496463,Toast Master for Perfex CRM,perfex crm,relevance,5,125,17,2026-08-13T10:58:58+00:00
37216173,Perfex CRM - Arabic Language Translation,perfex crm,relevance,5,126,116,2026-08-13T10:58:58+00:00
51098916,Purchase Order Module for Perfex CRM,perfex crm,relevance,5,127,55,2026-08-13T10:58:58+00:00
59253668,Passkey Login Module for Perfex CRM,perfex crm,relevance,5,128,15,2026-08-13T10:58:58+00:00
60692166,Website Maintenance Management Module for Perfex CRM,perfex crm,relevance,5,129,28,2026-08-13T10:58:58+00:00
51300246,Flutex - Perfex CRM Customer Mobile App,perfex crm,relevance,5,130,111,2026-08-13T10:58:58+00:00
55734584,Task Signature Module - Perfex CRM,perfex crm,relevance,5,131,33,2026-08-13T10:58:58+00:00
58758720,Perfex GO - Native Mobile App Integration for Perfex CRM,perfex crm,relevance,5,132,47,2026-08-13T10:58:58+00:00
53317745,Zapier module for Perfex CRM - Workflow Automation,perfex crm,relevance,5,133,176,2026-08-13T10:58:58+00:00
61856054,Smart Address Autofill for Perfex CRM,perfex crm,relevance,5,134,3,2026-08-13T10:58:58+00:00
52107476,Email Templates Builder For Perfex CRM,perfex crm,relevance,5,135,44,2026-08-13T10:58:58+00:00
55777092,Trade Job Management Module for Perfex CRM,perfex crm,relevance,5,136,44,2026-08-13T10:58:58+00:00
61902641,API Integration Manager Module for Perfex CRM,perfex crm,relevance,5,137,10,2026-08-13T10:58:58+00:00
54450947,Advanced Status Manager for Perfex CRM,perfex crm,relevance,5,138,56,2026-08-13T10:58:58+00:00
46022362,PerfShield - Security & Monitoring Toolset for Perfex CRM,perfex crm,relevance,5,139,251,2026-08-13T10:58:58+00:00
56963639,Property & Tenants Management For Perfex CRM,perfex crm,relevance,5,140,55,2026-08-13T10:58:58+00:00
46357864,QRPlus - QR Capabilities For Perfex CRM,perfex crm,relevance,5,141,63,2026-08-13T10:58:58+00:00
53233389,Multiple Companies with the Same Primary Contact for Perfex CRM,perfex crm,relevance,5,142,134,2026-08-13T10:58:58+00:00
60529230,Sticky Notes Module For Perfex CRM,perfex crm,relevance,5,143,14,2026-08-13T10:58:58+00:00
60345015,OpenAI Agents & Workflows for Perfex CRM,perfex crm,relevance,5,144,31,2026-08-13T10:58:58+00:00
60719652,Work Admin Theme for Perfex CRM,perfex crm,relevance,5,145,10,2026-08-13T10:58:58+00:00
59681494,Account Security Bundle for Perfex CRM,perfex crm,relevance,5,146,9,2026-08-13T10:58:58+00:00
54473299,MeetLink Manager for Perfex CRM,perfex crm,relevance,5,147,27,2026-08-13T10:58:58+00:00
60638291,Catering Management Module for Perfex CRM,perfex crm,relevance,5,148,8,2026-08-13T10:58:58+00:00
53405076,Greetings Manager Module For Perfex CRM,perfex crm,relevance,5,149,34,2026-08-13T10:58:58+00:00
56227226,Advanced Automation Manager for Perfex CRM,perfex crm,relevance,5,150,42,2026-08-13T10:58:58+00:00
47427853,Perfex CRM modules bundle,perfex crm,relevance,6,151,18,2026-08-13T10:59:10+00:00
62256564,Whereby Meetings Module for Perfex CRM,perfex crm,relevance,6,152,1,2026-08-13T10:59:10+00:00
29799509,Perfex CRM Chat & Tickets App for Support Board,perfex crm,relevance,6,153,978,2026-08-13T10:59:10+00:00
57375768,Google Analytics module for Perfex CRM,perfex crm,relevance,6,154,22,2026-08-13T10:59:10+00:00
25421122,WordFex - Smart WordPress to Perfex CRM Integration,perfex crm,relevance,6,155,240,2026-08-13T10:59:10+00:00
27819018,Mindmap module 1.0.5 for Perfex CRM,perfex crm,relevance,6,156,118,2026-08-13T10:59:10+00:00
24025081,Perfex CRM Custom JS Module,perfex crm,relevance,6,157,159,2026-08-13T10:59:10+00:00
63011268,Image Editor Module For Perfex CRM,perfex crm,relevance,6,158,0,2026-08-13T10:59:10+00:00
60471517,Google Geo Location Module for Perfex CRM,perfex crm,relevance,6,159,18,2026-08-13T10:59:10+00:00
61207064,Customer Files Hub Module For Perfex CRM,perfex crm,relevance,6,160,12,2026-08-13T10:59:10+00:00
45902802,Perfex CRM SaaS - The Official Multi Tenancy Support module,perfex crm,relevance,6,161,426,2026-08-13T10:59:10+00:00
45358411,Lead Follow up Scheduler Module for Perfex CRM,perfex crm,relevance,6,162,126,2026-08-13T10:59:10+00:00
57466293,Real Estate Management module for Perfex CRM,perfex crm,relevance,6,163,58,2026-08-13T10:59:10+00:00
56043855,Xero Integration module for Perfex CRM,perfex crm,relevance,6,164,23,2026-08-13T10:59:10+00:00
62254658,Tawk.to Live Chat Integration for Perfex CRM,perfex crm,relevance,6,165,3,2026-08-13T10:59:10+00:00
36018555,Idea Hub module for Perfex CRM,perfex crm,relevance,6,166,70,2026-08-13T10:59:10+00:00
52581931,Project Kanban View Module For Perfex CRM,perfex crm,relevance,6,167,70,2026-08-13T10:59:10+00:00
53528489,User Mention Module for Perfex CRM,perfex crm,relevance,6,168,32,2026-08-13T10:59:10+00:00
54272663,Expense Subcategory Module For Perfex CRM,perfex crm,relevance,6,169,35,2026-08-13T10:59:10+00:00
56756901,Knowledge Base Advancements Module for Perfex CRM,perfex crm,relevance,6,170,32,2026-08-13T10:59:10+00:00
63427133,SLA Guard — Ticket SLA & Escalation Manager for Perfex CRM,perfex crm,relevance,6,171,7,2026-08-13T10:59:10+00:00
56043884,Zoho Integration module for Perfex CRM,perfex crm,relevance,6,172,23,2026-08-13T10:59:10+00:00
38690826,WhatsApp Cloud API Business Integration module for Perfex CRM,perfex crm,relevance,6,173,434,2026-08-13T10:59:10+00:00
50095991,Affiliate Module for Perfex CRM - Simple and Effective,perfex crm,relevance,6,174,76,2026-08-13T10:59:10+00:00
61362503,Ticket Kanban View Module For Perfex CRM,perfex crm,relevance,6,175,8,2026-08-13T10:59:10+00:00
56832803,Web to Customer Registration Module For Perfex CRM,perfex crm,relevance,6,176,47,2026-08-13T10:59:10+00:00
62584980,Audit & Change Log Tracking for Perfex CRM,perfex crm,relevance,6,177,5,2026-08-13T10:59:10+00:00
37304639,QR Code addon module for Perfex CRM,perfex crm,relevance,6,178,114,2026-08-13T10:59:10+00:00
38264682,Indiamart Leads Integration Module for Perfex CRM,perfex crm,relevance,6,179,59,2026-08-13T10:59:10+00:00
51121417,vCard Module For Perfex CRM,perfex crm,relevance,6,180,11,2026-08-13T10:59:10+00:00
62331077,Media Library & File Manager for Perfex CRM,perfex crm,relevance,7,181,6,2026-08-13T10:59:18+00:00
63916421,Fast Track Support for Perfex CRM - Paid Priority Tickets,perfex crm,relevance,7,182,0,2026-08-13T10:59:18+00:00
63079516,AttendMaster – Enterprise Attendance & Payroll Suite for Perfex CRM,perfex crm,relevance,7,183,6,2026-08-13T10:59:18+00:00
56550710,Advanced Support Management Module for Perfex CRM,perfex crm,relevance,7,184,42,2026-08-13T10:59:18+00:00
54000077,Inactivity Logout Master for Perfex CRM,perfex crm,relevance,7,185,19,2026-08-13T10:59:18+00:00
24076921,Paystack Payment Gateway for Perfex CRM,perfex crm,relevance,7,186,43,2026-08-13T10:59:18+00:00
58607295,LoginFlow – Otpless for Perfex CRM,perfex crm,relevance,7,187,2,2026-08-13T10:59:18+00:00
45847256,Mpesa Gateway - Perfex CRM module,perfex crm,relevance,7,188,19,2026-08-13T10:59:18+00:00
49529560,StyleFlow - Invoice Templates For Perfex CRM,perfex crm,relevance,7,189,20,2026-08-13T10:59:18+00:00
25396657,Pushover - Instant Push Notifications for Perfex CRM,perfex crm,relevance,7,190,127,2026-08-13T10:59:18+00:00
32470681,Advanced Task Timesheet Manager Module for Perfex CRM,perfex crm,relevance,7,191,196,2026-08-13T10:59:18+00:00
59551246,Reputation Management module for Perfex CRM,perfex crm,relevance,7,192,5,2026-08-13T10:59:18+00:00
60944354,Talent Agency Management Module for Perfex CRM,perfex crm,relevance,7,193,8,2026-08-13T10:59:18+00:00
58896062,Login as Staff or Customers – Impersonation Module for Perfex CRM,perfex crm,relevance,7,194,55,2026-08-13T10:59:18+00:00
57575570,Marketing Planning Management module for Perfex CRM,perfex crm,relevance,7,195,34,2026-08-13T10:59:18+00:00
37431497,Telegram Notification Module For Perfex CRM,perfex crm,relevance,7,196,31,2026-08-13T10:59:18+00:00
25308081,Mailbox - Webmail Client & Email Automation Module for Perfex CRM,perfex crm,relevance,7,197,1800,2026-08-13T10:59:18+00:00
